TIM_DAY,ITE_ADD_NEIGHBORHOOD_NAME,OPERACION,LONGITUDE,LATITUDE,SIT_CURRENCY_ID,ITE_SITE_CURRENT_PRICE,ITE_BASE_CURRENT_PRICE,Ambientes,Dormitorios,SConstrM2,STotalM2,ITE_AUCTION_START,ITE_AUCTION_STOP,TIPOPROPIEDAD
11/29/2023,,Venta,"-58,5799272","-34,6163181",DOL,163215000,180000,0,2,60,400,08/01/2023,01/28/2024,Casa
11/28/2023,,Alquiler,"-58,5710196","-34,6063354",ARG,150000,"419,4630872",0,0,32,40,11/03/2023,02/01/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5671108","-34,6108167",DOL,24935625,27500,2,1,38,42,10/12/2023,04/10/2024,Departamento
11/29/2023,CIUDAD JARDIN LOMAS DEL PALOMAR,Venta,"-58,5923521","-34,597468",DOL,539516250,595000,6,5,250,600,11/23/2023,05/21/2024,Casa
11/29/2023,SAENZ PENA,Venta,"-58,5345422","-34,6018751",DOL,48511125,53500,2,1,45,45,02/09/2023,12/17/2023,Departamento
11/29/2023,CASEROS,Venta,"-58,5643356","-34,6050369",DOL,42073200,46400,1,0,34,37,11/17/2023,05/15/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5642522","-34,6102727",DOL,90675000,100000,3,2,67,79,11/17/2023,05/15/2024,Departamento
11/29/2023,LOMA HERMOSA,Venta,"-58,5910051","-34,5598626",DOL,72540000,80000,3,2,120,200,08/25/2023,02/21/2024,Casa
11/29/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,77073750,85000,2,1,131,291,11/17/2023,05/15/2024,Casa
11/29/2023,CASEROS,Venta,"-58,5638894","-34,5958863",DOL,57125250,63000,2,1,42,45,01/06/2023,12/11/2023,Departamento
11/29/2023,CASEROS,Venta,"-58,563175","-34,6151444",DOL,95208750,105000,3,2,105,105,10/25/2023,04/23/2024,Casa
11/29/2023,CASEROS,Venta,"-58,5728433","-34,6051278",DOL,48964500,54000,3,2,54,60,11/16/2023,05/13/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5596264","-34,5928517",DOL,59845500,66000,4,2,75,89,11/07/2023,05/19/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5773728","-34,5985809",DOL,154147500,170000,4,4,150,260,06/06/2023,12/03/2023,Casa
11/29/2023,,Venta,"-58,5659282","-34,6220576",DOL,77073750,85000,4,3,84,137,10/14/2022,12/04/2023,Casa
11/29/2023,CASEROS,Venta,"-58,5697847","-34,6069896",DOL,44430750,49000,2,1,43,51,10/13/2023,04/14/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,560761","-34,6078446",DOL,61659000,68000,2,1,47,51,11/17/2023,05/15/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5606755","-34,6071577",DOL,"62342689,5",68754,2,1,41,49,10/12/2023,04/09/2024,Departamento
