TIM_DAY,ITE_ADD_NEIGHBORHOOD_NAME,OPERACION,LONGITUDE,LATITUDE,SIT_CURRENCY_ID,ITE_SITE_CURRENT_PRICE,ITE_BASE_CURRENT_PRICE,Ambientes,Dormitorios,SConstrM2,STotalM2,ITE_AUCTION_START,ITE_AUCTION_STOP,TIPOPROPIEDAD
11/25/2023,CASEROS,Venta,"-58,5679019","-34,6007374",DOL,"182.125.000,00","200.000,00",6,5,197,314,11/17/2023,05/15/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5790712","-34,6176562",DOL,"50.084.375,00","55.000,00",3,2,100,250,11/03/2023,05/01/2024,Casa
11/25/2023,,Venta,"-58,5595815","-34,6033726",DOL,"55.548.125,00","61.000,00",2,1,39,39,11/13/2023,05/11/2024,Departamento
11/25/2023,,Venta,"-58,5589309","-34,6094568",DOL,"39.976.437,50","43.900,00",2,1,34,36,03/10/2023,02/13/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5652828","-34,6091223",DOL,"67.841.562,50","74.500,00",2,1,50,53,07/08/2023,01/04/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5461387","-34,6033896",DOL,"54.637.500,00","60.000,00",1,1,29,32,10/12/2023,04/09/2024,Departamento
11/25/2023,CASEROS,Venta,,,DOL,"35.969.687,50","39.500,00",3,2,40,50,10/30/2023,04/27/2024,Departamento
11/08/2023,CASEROS,Venta,"-58,5686387","-34,6191053",DOL,"122.934.375,00","135.000,00",3,2,200,200,02/07/2023,12/29/2023,Casa
11/08/2023,CASEROS,Venta,"-58,4540037","-34,6256624",DOL,"61.011.875,00","67.000,00",2,1,38,41,02/07/2023,12/29/2023,Departamento
11/17/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"163.912.500,00","180.000,00",3,2,135,135,02/07/2023,01/06/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5660976","-34,6009768",DOL,"56.458.750,00","62.000,00",2,1,30,32,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5862121","-34,6099293",DOL,"68.296.875,00","75.000,00",3,2,137,236,09/12/2023,03/12/2024,Casa
11/22/2023,CASEROS,Venta,"-58,5622216","-34,6090162",DOL,"33.693.125,00","37.000,00",1,0,26,28,11/21/2023,05/19/2024,Departamento
11/22/2023,CASEROS,Venta,"-58,5627945","-34,6090349",DOL,"68.296.875,00","75.000,00",2,1,45,45,09/24/2022,11/23/2023,Departamento
11/25/2023,,Venta,"-58,5606874","-34,6158293",DOL,"38.246.250,00","42.000,00",3,2,88,168,08/09/2023,02/05/2024,Casa
11/19/2023,CASEROS,Venta,"-58,5639781","-34,609652",DOL,"45.531.250,00","50.000,00",2,1,37,40,10/23/2023,04/27/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,4398939","-34,6446089",DOL,"68.296.875,00","75.000,00",4,3,79,88,01/12/2023,12/12/2023,Departamento
11/19/2023,CASEROS,Venta,"-58,5429553","-34,6138478",DOL,"109.275.000,00","120.000,00",0,,104,104,02/07/2023,03/09/2024,Oficina
11/25/2023,CASEROS,Venta,"-58,5659597","-34,6074271",DOL,"80.135.000,00","88.000,00",2,1,44,55,01/03/2023,12/10/2023,Departamento
11/09/2023,CASEROS,Venta,"-58,5654538","-34,6026761",DOL,"59.190.625,00","65.000,00",1,0,34,34,01/18/2023,12/15/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5651454","-34,5975164",DOL,"66.744.259,38","73.295,00",2,1,51,55,11/17/2023,05/15/2024,Departamento
11/02/2023,CASEROS,Venta,"-58,5645888","-34,6020502",DOL,"41.888.750,00","46.000,00",1,0,36,36,05/12/2023,04/29/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"63.743.750,00","70.000,00",,,30,30,11/02/2023,11/02/2024,Local
11/23/2023,,Venta,"-58,5676727","-34,6170311",DOL,"81.956.250,00","90.000,00",4,3,180,180,09/21/2022,11/24/2023,Casa
11/25/2023,CASEROS,Venta,"-58,5645063","-34,5939658",DOL,"99.258.125,00","109.000,00",4,3,112,183,08/31/2023,03/13/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5714494","-34,6097993",DOL,"54.637.500,00","60.000,00",5,4,94,101,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5697847","-34,6069896",DOL,"38.246.250,00","42.000,00",2,1,38,45,08/14/2023,02/12/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5535206","-34,6122103",DOL,"59.190.625,00","65.000,00",3,2,80,200,02/01/2023,12/16/2023,Casa
11/25/2023,CASEROS,Venta,"-58,5742626","-34,6075984",DOL,"35.423.312,50","38.900,00",1,1,26,53,11/08/2023,05/07/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5684242","-34,6097183",DOL,"46.441.875,00","51.000,00",2,1,42,49,11/02/2023,04/30/2024,Departamento
11/05/2023,CASEROS,Venta,"-58,56193","-34,6002075",DOL,"42.223.860,00","46.368,00",1,0,40,44,11/01/2023,04/29/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5697847","-34,6069896",DOL,"89.241.250,00","98.000,00",3,2,96,124,11/18/2023,05/15/2024,Departamento
11/25/2023,,Venta,"-58,567173","-34,6086693",DOL,"52.816.250,00","58.000,00",2,1,45,45,08/08/2023,02/04/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5592024","-34,601132",DOL,"50.084.375,00","55.000,00",2,1,44,47,07/24/2023,01/20/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5651454","-34,5975164",DOL,"36.948.609,38","40.575,00",1,0,27,30,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,569137","-34,620866",DOL,"62.833.125,00","69.000,00",3,2,96,276,11/22/2023,05/19/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5670377","-34,6065662",DOL,"47.352.500,00","52.000,00",1,0,31,31,11/17/2023,05/15/2024,Departamento
11/25/2023,,Alquiler,"-58,5632019","-34,6090012",ARG,"185.000,00","517,34",0,0,40,40,11/22/2023,02/20/2024,Departamento
11/19/2023,CASEROS,Venta,"-58,5782791","-34,6053928",DOL,"90.151.875,00","99.000,00",3,2,114,300,08/30/2022,11/20/2023,Casa
11/25/2023,,Venta,"-58,5665396","-34,6012254",DOL,"60.101.250,00","66.000,00",2,1,39,45,01/05/2023,12/18/2023,Departamento
11/03/2023,CASEROS,Venta,"-58,5569875","-34,6014387",DOL,"50.084.375,00","55.000,00",3,2,60,64,05/08/2023,11/04/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5657188","-34,6057524",DOL,"129.764.062,50","142.500,00",4,3,97,111,09/23/2023,05/22/2024,Departamento
11/25/2023,,Venta,"-58,5591808","-34,6001119",DOL,"76.492.500,00","84.000,00",3,2,60,65,07/05/2023,01/07/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5697163","-34,6074873",DOL,"61.922.500,00","68.000,00",2,1,42,50,10/13/2023,04/11/2024,Departamento
11/18/2023,CASEROS,Venta,"-58,560761","-34,6078446",DOL,"38.701.562,50","42.500,00",1,0,28,31,02/07/2023,01/06/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5593216","-34,6130604",DOL,"291.400.000,00","320.000,00",6,4,380,380,11/08/2023,05/06/2024,Casa
11/25/2023,,Venta,"-58,563377","-34,6005314",DOL,"31.871.875,00","35.000,00",2,1,30,30,01/04/2023,12/10/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5670649","-34,6068209",DOL,"136.593.750,00","150.000,00",3,2,78,140,10/25/2023,04/23/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5618165","-34,6022917",DOL,"273.187.500,00","300.000,00",,,7,207,01/19/2018,11/27/2023,Local
11/25/2023,CASEROS,Venta,"-58,5856246","-34,6088737",DOL,"72.850.000,00","80.000,00",5,4,141,258,10/25/2023,04/23/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5605432","-34,6012151",DOL,"113.828.125,00","125.000,00",3,2,54,57,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5594049","-34,6146096",DOL,"364.250.000,00","400.000,00",4,3,320,730,11/17/2023,05/15/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5617726","-34,5996375",DOL,"50.084.375,00","55.000,00",2,1,32,34,02/24/2023,12/19/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5671738","-34,6010091",DOL,"85.598.750,00","94.000,00",3,1,70,170,09/27/2023,03/26/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5643356","-34,6050369",DOL,"47.853.343,75","52.550,00",1,0,35,38,11/23/2023,05/21/2024,Departamento
11/18/2023,CASEROS,Venta,"-58,570929","-34,6107369",DOL,"68.296.875,00","75.000,00",3,2,57,119,02/07/2023,01/06/2024,Departamento
11/08/2023,CASEROS,Venta,"-58,5643356","-34,6050369",DOL,"47.853.343,75","52.550,00",1,0,35,38,11/07/2023,05/05/2024,Departamento
11/25/2023,CASEROS,Alquiler,"-58,5659541","-34,6127945",ARG,"136.500,00","381,71",2,1,70,100,11/09/2023,02/07/2024,Departamento
11/25/2023,,Venta,"-58,5495645","-34,6181195",DOL,"54.546.437,50","59.900,00",3,2,70,74,10/25/2022,12/04/2023,Departamento
11/25/2023,,Venta,"-58,5595815","-34,6033726",DOL,"16.391.250,00","18.000,00",3,2,66,66,11/13/2023,05/21/2024,Departamento
11/19/2023,CASEROS,Venta,"-58,5659182","-34,6099205",DOL,"143.878.750,00","158.000,00",3,2,188,358,09/25/2023,03/30/2024,Casa
11/25/2023,,Venta,"-58,5576193","-34,5994762",DOL,"22.765.625,00","25.000,00",2,1,39,39,09/13/2023,03/11/2024,Departamento
11/22/2023,CASEROS,Venta,"-58,5658745","-34,5920564",DOL,"67.386.250,00","74.000,00",2,1,45,50,09/22/2022,11/23/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5594665","-34,6069385",DOL,"76.947.812,50","84.500,00",3,2,64,79,10/25/2023,04/23/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"38.701.562,50","42.500,00",1,0,33,36,11/23/2023,05/21/2024,Departamento
11/19/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"78.313.750,00","86.000,00",,,60,60,02/07/2023,03/09/2024,Local
11/08/2023,CASEROS,Venta,"-58,5621759","-34,6195878",DOL,"68.296.875,00","75.000,00",2,1,70,197,02/07/2023,12/29/2023,Casa
11/22/2023,CASEROS,Alquiler,"-58,5619006","-34,6052658",ARG,"220.000,00","621,56",3,2,60,62,11/15/2023,02/13/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5671091","-34,6204508",DOL,"109.275.000,00","120.000,00",4,3,130,430,10/23/2022,11/29/2023,Casa
11/05/2023,,Venta,"-58,5731109","-34,6112609",DOL,"200.337.500,00","220.000,00",4,3,298,420,01/27/2023,12/16/2023,Casa
11/25/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"56.458.750,00","62.000,00",2,1,37,42,11/17/2023,05/15/2024,Departamento
11/25/2023,,Venta,"-58,5634631","-34,6094827",DOL,"46.305.281,25","50.850,00",2,1,49,57,10/29/2023,04/26/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5467528","-34,6128465",DOL,"61.922.500,00","68.000,00",3,2,100,120,07/13/2022,10/15/2023,Casa
11/25/2023,CASEROS,Venta,"-58,5670513","-34,6065703",DOL,"38.246.250,00","42.000,00",1,0,31,33,09/21/2023,03/19/2024,Departamento
11/09/2023,,Venta,"-58,5594406","-34,608181",DOL,"68.296.875,00","75.000,00",2,1,47,47,07/05/2022,11/10/2023,Departamento
11/25/2023,,Venta,"-58,567674","-34,601938",DOL,"200.337.500,00","220.000,00",5,3,246,246,11/19/2022,12/10/2023,Casa
11/25/2023,CASEROS,Venta,"-58,5569875","-34,6014387",DOL,"50.084.375,00","55.000,00",3,2,60,64,11/08/2023,05/06/2024,Departamento
11/25/2023,,Venta,"-58,545146","-34,6184538",DOL,"34.603.750,00","38.000,00",2,1,47,47,10/17/2023,04/14/2024,Departamento
11/20/2023,CASEROS,Venta,"-58,3795848","-34,6277889",DOL,"68.296.875,00","75.000,00",,,35,47,02/07/2023,03/09/2024,Local
11/25/2023,CASEROS,Venta,"-58,5750208","-34,6115937",DOL,"72.850.000,00","80.000,00",4,3,247,247,10/04/2023,04/01/2024,Casa
11/25/2023,,Venta,"-58,5599419","-34,6041581",DOL,"39.156.875,00","43.000,00",1,1,30,30,11/15/2022,12/02/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5643217","-34,6116375",DOL,"63.743.750,00","70.000,00",,,22,22,10/25/2023,10/25/2024,Local
11/25/2023,CASEROS,Venta,"-58,5631657","-34,6220841",DOL,"177.571.875,00","195.000,00",4,3,180,387,11/17/2023,05/15/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5670681","-34,6024666",DOL,"44.620.625,00","49.000,00",1,1,29,29,09/26/2023,03/24/2024,Departamento
11/17/2023,CASEROS,Venta,"-58,5670657","-34,5989527",DOL,"141.146.875,00","155.000,00",4,3,225,292,02/07/2023,01/06/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5254852","-34,6003839",DOL,"88.694.875,00","97.400,00",2,1,56,84,10/12/2023,04/09/2024,Departamento
11/17/2023,CASEROS,Venta,"-58,4514031","-34,5834254",DOL,"54.637.500,00","60.000,00",2,1,41,44,02/07/2023,01/06/2024,Departamento
11/18/2023,CASEROS,Venta,"-58,5651454","-34,5975164",DOL,"68.272.288,13","74.973,00",2,1,51,55,07/10/2023,01/16/2024,Departamento
11/25/2023,,Venta,"-58,5634613","-34,6094818",DOL,"235.851.875,00","259.000,00",4,3,215,398,10/03/2023,03/31/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5691991","-34,620277",DOL,"61.922.500,00","68.000,00",5,4,180,274,08/04/2023,01/31/2024,Casa
11/17/2023,CASEROS,Venta,"-62,2236252","-38,0987358",DOL,"158.448.750,00","174.000,00",4,3,100,276,02/07/2023,01/06/2024,Casa
11/17/2023,CASEROS,Venta,"-58,5633836","-34,5975999",DOL,"268.634.375,00","295.000,00",4,3,233,433,02/07/2023,01/06/2024,Casa
11/17/2023,CASEROS,Venta,"-58,5650712","-34,6021493",DOL,"295.953.125,00","325.000,00",4,3,250,250,02/07/2023,01/06/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5640544","-34,6049929",DOL,"145.700.000,00","160.000,00",4,3,153,164,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Alquiler,"-58,5607224","-34,6071816",ARG,"210.000,00","587,25",2,1,42,49,11/17/2023,02/15/2024,Departamento
11/25/2023,,Venta,"-58,5714188","-34,5964584",DOL,"122.934.375,00","135.000,00",3,2,88,165,10/27/2023,04/24/2024,Casa
11/25/2023,,Venta,"-58,5500298","-34,611618",DOL,"50.084.375,00","55.000,00",3,2,56,69,02/04/2023,12/16/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5511375","-34,6088819",DOL,"91.062.500,00","100.000,00",0,,76,76,11/02/2023,11/08/2024,Oficina
11/06/2023,CASEROS,Venta,"-58,5643356","-34,6050369",DOL,"47.853.343,75","52.550,00",1,0,35,38,11/03/2023,05/01/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5684462","-34,6056973",DOL,"70.118.125,00","77.000,00",2,1,37,40,09/26/2023,03/24/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,563206","-34,6407561",DOL,"60.101.250,00","66.000,00",2,1,39,47,11/24/2023,05/22/2024,Departamento
11/21/2023,CASEROS,Venta,"-58,5643356","-34,6050369",DOL,"45.804.437,50","50.300,00",2,1,31,34,11/20/2023,05/18/2024,Departamento
11/25/2023,,Venta,"-58,5591912","-34,6071944",DOL,"64.654.375,00","71.000,00",2,1,37,37,11/19/2022,12/09/2023,Departamento
11/25/2023,,Venta,"-58,5605214","-34,6056742",DOL,"163.912.500,00","180.000,00",4,3,120,191,11/18/2022,12/10/2023,Casa
11/25/2023,CASEROS,Venta,"-58,5588197","-34,6073269",DOL,"163.912.500,00","180.000,00",6,4,188,310,10/09/2023,04/07/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5634629","-34,6094827",DOL,"25.497.500,00","28.000,00",2,1,52000,52,11/09/2023,12/09/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,570929","-34,6107369",DOL,"45.531.250,00","50.000,00",3,2,31,126,11/17/2023,05/15/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5711921","-34,6180686",DOL,"72.850.000,00","80.000,00",4,3,90,90,11/22/2023,05/20/2024,Casa
11/19/2023,CASEROS,Venta,"-58,5594049","-34,6146096",DOL,"364.250.000,00","400.000,00",4,3,320,730,08/23/2023,02/28/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5691943","-34,627177",DOL,"62.833.125,00","69.000,00",,,48,48,12/27/2021,11/29/2023,Local
11/18/2023,CASEROS,Venta,"-58,5609204","-34,6112497",DOL,"177.571.875,00","195.000,00",4,3,120,145,02/07/2023,01/06/2024,Casa
11/18/2023,CASEROS,Venta,"-58,5651922","-34,6268073",DOL,"141.146.875,00","155.000,00",5,4,181,240,02/07/2023,01/06/2024,Casa
11/19/2023,CASEROS,Venta,"-58,5944183","-34,6076354",DOL,"213.996.875,00","235.000,00",3,2,150,433,10/28/2023,05/02/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5530711","-34,6206544",DOL,"72.850.000,00","80.000,00",3,2,120,330,06/19/2023,12/16/2023,Departamento
11/17/2023,CASEROS,Venta,"-58,5636402","-34,6026349",DOL,"68.296.875,00","75.000,00",2,1,40,46,02/07/2023,01/06/2024,Departamento
11/25/2023,,Venta,"-58,5672417","-34,6020775",DOL,"43.710.000,00","48.000,00",1,0,29,29,03/01/2023,12/19/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5743947","-34,6250107",DOL,"50.084.375,00","55.000,00",5,4,100,141,11/07/2023,05/19/2024,Casa
11/25/2023,,Venta,"-58,5642475","-34,6012429",DOL,"272.276.875,00","299.000,00",10,4,650,420,06/01/2023,11/28/2023,Casa
11/25/2023,,Venta,"-58,5636452","-34,5995947",DOL,"40.067.500,00","44.000,00",1,0,33,36,08/08/2023,02/11/2024,Departamento
11/02/2023,CASEROS,Venta,"-58,5643356","-34,6050369",DOL,"47.853.343,75","52.550,00",1,0,35,38,08/23/2023,02/20/2024,Departamento
11/18/2023,CASEROS,Venta,"-58,5614138","-34,6022208",DOL,"59.190.625,00","65.000,00",2,1,36,75,08/29/2022,11/19/2023,Departamento
11/03/2023,CASEROS,Venta,"-58,5657555","-34,608438",DOL,"51.905.625,00","57.000,00",3,2,50,50,10/25/2023,04/22/2024,Departamento
11/02/2023,CASEROS,Venta,"-58,5671698","-34,6086696",DOL,"38.246.250,00","42.000,00",2,1,31,33,09/30/2023,04/29/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5511375","-34,6088819",DOL,"63.743.750,00","70.000,00",,,28,28,11/17/2023,11/16/2024,Local
11/18/2023,CASEROS,Venta,"-58,560761","-34,6078446",DOL,"67.841.562,50","74.500,00",2,1,47,56,02/07/2023,01/06/2024,Departamento
11/17/2023,CASEROS,Venta,"-59,0897865","-36,7749176",DOL,"68.296.875,00","75.000,00",2,1,45,49,02/07/2023,01/06/2024,Departamento
11/25/2023,CASEROS,Venta,"-62,4218791","-35,3925291",DOL,"86.509.375,00","95.000,00",3,2,54,66,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5649055","-34,6023773",DOL,"163.912.500,00","180.000,00",4,3,100,112,11/22/2023,05/20/2024,Casa
11/25/2023,CASEROS,Venta,"-58,576201","-34,5969737",DOL,"57.369.375,00","63.000,00",,2,50,50,11/13/2023,12/13/2023,Casa
11/25/2023,CASEROS,Venta,"-58,5767591","-34,6104763",DOL,"118.290.187,50","129.900,00",4,3,116,128,11/22/2023,05/20/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5601547","-34,6206336",DOL,"81.045.625,00","89.000,00",4,3,136,188,11/15/2023,05/13/2024,Casa
11/25/2023,CASEROS,Venta,"-58,55694","-34,6026301",DOL,"163.912.500,00","180.000,00",4,3,190,305,09/26/2023,03/24/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5593845","-34,6062324",DOL,"62.177.475,00","68.280,00",3,2,75,89,08/12/2023,02/08/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5500528","-34,6204073",DOL,"40.978.125,00","45.000,00",2,1,36,68,01/12/2023,12/12/2023,Departamento
