TIM_DAY,ITE_ADD_NEIGHBORHOOD_NAME,OPERACION,LONGITUDE,LATITUDE,SIT_CURRENCY_ID,ITE_SITE_CURRENT_PRICE,ITE_BASE_CURRENT_PRICE,Ambientes,Dormitorios,SConstrM2,STotalM2,ITE_AUCTION_START,ITE_AUCTION_STOP,TIPOPROPIEDAD
11/18/2023,CASEROS,Venta,"-58,3815591","-34,6036844",DOL,"71.939.375,00","79.000,00",2,1,42,42,02/07/2023,01/06/2024,Departamento
11/18/2023,,Venta,"-58,5490473","-34,6117601",DOL,"100.168.750,00","110.000,00",4,3,76,119,07/22/2022,11/19/2023,Departamento
11/22/2023,CASEROS,Alquiler,"-58,5622216","-34,6090162",ARG,"150.000,00","423,79",1,0,26,28,11/21/2023,02/19/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5690592","-34,6019666",DOL,"47.261.437,50","51.900,00",1,0,32,32,11/22/2023,05/20/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5708272","-34,5955825",DOL,"61.922.500,00","68.000,00",2,1,40,80,11/16/2023,12/16/2023,Departamento
11/01/2023,,Venta,"-58,5581987","-34,6079377",DOL,"61.011.875,00","67.000,00",2,1,51,53,05/31/2022,11/25/2023,Departamento
11/17/2023,CASEROS,Venta,"-58,5669003","-34,6129924",DOL,"38.246.250,00","42.000,00",4,3,54,54,02/07/2023,01/06/2024,Departamento
11/18/2023,CASEROS,Venta,"-58,5651454","-34,5975164",DOL,"56.458.750,00","62.000,00",2,1,38,40,03/30/2023,01/15/2024,Departamento
11/22/2023,CASEROS,Alquiler,"-58,5719085","-34,606611",ARG,"270.000,00","762,82",4,3,120,120,11/06/2023,02/05/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5628774","-34,6012105",DOL,"56.458.750,00","62.000,00",2,1,30,33,11/17/2023,05/15/2024,Departamento
11/25/2023,,Venta,"-58,562801","-34,607831",DOL,"91.062.500,00","100.000,00",4,3,63,76,11/23/2023,05/21/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5928691","-34,60781",DOL,"56.458.750,00","62.000,00",2,1,38,38,10/12/2023,04/09/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5642343","-34,6095463",DOL,"182.125.000,00","200.000,00",3,2,150,306,11/17/2023,05/15/2024,Casa
11/02/2023,CASEROS,Venta,"-58,5708817","-34,6057201",DOL,"45.531.250,00","50.000,00",2,1,45,48,05/30/2022,11/03/2023,Departamento
11/18/2023,CASEROS,Venta,"-58,5638805","-34,6081973",DOL,"40.978.125,00","45.000,00",2,1,39,40,02/07/2023,01/06/2024,Departamento
11/25/2023,,Venta,"-58,5753356","-34,5974868",DOL,"110.185.625,00","121.000,00",3,2,107,232,07/15/2023,05/05/2024,Casa
11/05/2023,,Venta,"-58,5634631","-34,6094827",DOL,"48.581.843,75","53.350,00",2,1,49,57,11/04/2023,05/02/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5697885","-34,6087204",DOL,"127.487.500,00","140.000,00",3,2,80,85,07/10/2023,01/09/2024,Departamento
11/07/2023,CASEROS,Venta,"-58,5693283","-34,6075742",DOL,"74.671.250,00","82.000,00",2,1,50,53,01/22/2021,11/08/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5614956","-34,6024095",DOL,"52.816.250,00","58.000,00",,,30,30,11/22/2023,11/21/2024,Local
11/18/2023,CASEROS,Venta,"-58,4445541","-34,6220865",DOL,"118.381.250,00","130.000,00",3,2,63,133,02/07/2023,01/06/2024,Departamento
11/06/2023,CASEROS,Venta,"-58,5643356","-34,6050369",DOL,"45.758.906,25","50.250,00",1,0,35,38,11/03/2023,05/01/2024,Departamento
11/19/2023,CASEROS,Venta,"-58,5429553","-34,6138478",DOL,"182.125.000,00","200.000,00",0,,137,365,02/07/2023,03/09/2024,Oficina
11/25/2023,CASEROS,Venta,"-58,5651454","-34,5975164",DOL,"37.775.456,88","41.483,00",1,0,27,30,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5670179","-34,6024218",DOL,"72.394.687,50","79.500,00",2,1,45,48,10/12/2023,04/09/2024,Departamento
11/02/2023,,Venta,"-58,5581987","-34,6079377",DOL,"63.743.750,00","70.000,00",2,1,51,53,11/02/2023,04/30/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,560761","-34,6078446",DOL,"61.922.500,00","68.000,00",2,1,47,51,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5628774","-34,6012105",DOL,"68.296.875,00","75.000,00",,,65,65,06/16/2023,06/15/2024,Local
11/19/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"41.888.750,00","46.000,00",2,1,35,38,10/25/2023,04/29/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5625031","-34,609108",DOL,"50.084.375,00","55.000,00",2,1,33,33,01/12/2023,12/12/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5607655","-34,6035463",DOL,"104.721.875,00","115.000,00",3,2,68,74,01/09/2023,12/11/2023,Departamento
11/08/2023,CASEROS,Venta,"-58,5622216","-34,6090162",DOL,"49.173.750,00","54.000,00",2,1,35,41,11/07/2023,05/05/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"74.671.250,00","82.000,00",2,1,100,100,11/17/2023,05/15/2024,Departamento
11/19/2023,CASEROS,Venta,"-58,5622216","-34,6090162",DOL,"48.263.125,00","53.000,00",2,1,35,41,11/09/2023,05/14/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5642605","-34,6001759",DOL,"67.568.375,00","74.200,00",2,1,50,50,10/07/2023,04/04/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,562212","-34,6102724",DOL,"56.914.062,50","62.500,00",3,2,51,53,11/08/2023,05/06/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5646172","-34,6140559",DOL,"136.593.750,00","150.000,00",3,2,100,291,11/17/2023,05/15/2024,Casa
11/11/2023,CASEROS,Venta,"-58,5605111","-34,6070227",DOL,"37.335.625,00","41.000,00",2,1,38,41,05/16/2023,11/12/2023,Departamento
11/17/2023,CASEROS,Venta,"-58,5714412","-34,6098157",DOL,"91.062.500,00","100.000,00",3,2,53,53,02/07/2023,01/06/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5761132","-34,5955571",DOL,"89.241.250,00","98.000,00",3,2,81,94,10/25/2023,04/23/2024,Casa
11/23/2023,CASEROS,Venta,"-58,569002","-34,5984355",DOL,"173.018.750,00","190.000,00",5,3,200,500,09/15/2022,11/24/2023,Casa
11/08/2023,CASEROS,Venta,"-58,5636397","-34,6005253",DOL,"26.407.214,38","28.999,00",2,1,34,38,09/19/2022,12/05/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5692174","-34,6069041",DOL,"49.720.125,00","54.600,00",2,1,43,52,10/31/2023,04/28/2024,Departamento
11/08/2023,CASEROS,Venta,"-58,5637491","-34,6216299",DOL,"118.381.250,00","130.000,00",5,4,250,300,11/06/2022,01/27/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5613238","-34,6089476",DOL,"40.978.125,00","45.000,00",1,1,33,36,03/09/2023,04/30/2024,Departamento
11/25/2023,,Venta,"-58,5719147","-34,6213722",DOL,"63.743.750,00","70.000,00",3,2,90,400,03/21/2023,12/23/2023,Casa
11/25/2023,CASEROS,Venta,"-58,56193","-34,6002075",DOL,"80.681.375,00","88.600,00",3,2,52,55,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5684145","-34,6212178",DOL,"72.850.000,00","80.000,00",3,2,114,171,11/15/2023,05/13/2024,Casa
11/03/2023,CASEROS,Alquiler,"-58,5642522","-34,6102727",ARG,"250.000,00","714,08",3,2,54,54,10/31/2023,01/29/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5607904","-34,6070702",DOL,"141.146.875,00","155.000,00",4,3,75,82,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5509918","-34,6191864",DOL,"118.381.250,00","130.000,00",4,2,214,300,02/16/2023,12/19/2023,Casa
11/25/2023,,Venta,"-58,5634631","-34,6094827",DOL,"47.215.906,25","51.850,00",2,1,49,57,10/29/2023,04/26/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5619006","-34,6052658",DOL,"39.156.875,00","43.000,00",2,1,42,45,09/26/2023,05/02/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5651454","-34,5975164",DOL,"71.028.750,00","78.000,00",2,1,32,35,11/17/2023,05/15/2024,Departamento
11/08/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"202.158.750,00","222.000,00",2,1,100,334,02/07/2023,12/29/2023,Casa
11/25/2023,CASEROS,Venta,"-58,560761","-34,6078446",DOL,"59.645.937,50","65.500,00",2,1,43,48,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5679195","-34,5981745",DOL,"136.593.750,00","150.000,00",3,2,95,234,07/26/2023,01/22/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5683474","-34,6201908",DOL,"45.531.250,00","50.000,00",3,2,67,87,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5640853","-34,6077063",DOL,"245.868.750,00","270.000,00",,,40,40,10/25/2023,10/25/2024,Local
11/25/2023,CASEROS,Venta,"-58,5507384","-34,6016402",DOL,"317.808.125,00","349.000,00",4,3,188,213,09/26/2023,03/24/2024,Casa
11/18/2023,CASEROS,Venta,"-58,4540037","-34,6256624",DOL,"63.743.750,00","70.000,00",3,2,65,115,02/07/2023,01/06/2024,Departamento
11/17/2023,CASEROS,Venta,"-59,0897865","-36,7749176",DOL,"56.458.750,00","62.000,00",2,1,38,42,02/07/2023,01/06/2024,Departamento
11/21/2023,CASEROS,Venta,"-58,5767591","-34,6104763",DOL,"118.290.187,50","129.900,00",4,3,116,128,06/07/2022,11/22/2023,Casa
11/20/2023,CASEROS,Venta,"-58,5622216","-34,6090162",DOL,"49.173.750,00","54.000,00",2,1,35,41,11/17/2023,05/15/2024,Departamento
11/23/2023,CASEROS,Venta,"-58,568631","-34,6194882",DOL,"59.190.625,00","65.000,00",5,3,116,192,09/26/2023,03/24/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5642605","-34,6001759",DOL,"66.475.625,00","73.000,00",2,1,50,50,10/07/2023,04/04/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5697163","-34,6074873",DOL,"61.922.500,00","68.000,00",2,1,50,53,11/16/2023,05/13/2024,Departamento
11/18/2023,CASEROS,Venta,"-62,7601738","-37,1795093",DOL,"68.296.875,00","75.000,00",3,2,150,289,02/07/2023,01/06/2024,Casa
11/02/2023,CASEROS,Venta,"-58,5643356","-34,6050369",DOL,"45.758.906,25","50.250,00",1,0,35,38,10/31/2023,04/28/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5612515","-34,6013746",DOL,"56.458.750,00","62.000,00",1,0,30,30,11/17/2023,05/15/2024,Departamento
11/18/2023,CASEROS,Venta,"-58,560412","-34,6034892",DOL,"77.403.125,00","85.000,00",2,1,46,50,02/07/2023,01/06/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5655876","-34,6062526",DOL,"43.509.662,50","47.780,00",2,1,41,48,10/30/2023,04/28/2024,Departamento
11/25/2023,,Venta,"-58,5661327","-34,6022374",DOL,"232.209.375,00","255.000,00",3,2,70,70,07/31/2023,01/27/2024,Casa
11/18/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"118.381.250,00","130.000,00",4,3,78,80,02/07/2023,01/06/2024,Departamento
11/21/2023,CASEROS,Alquiler,"-58,5622216","-34,6090162",ARG,"150.000,00","424,39",1,0,26,28,11/20/2023,02/18/2024,Departamento
11/25/2023,,Venta,"-58,5634613","-34,6094818",DOL,"95.615.625,00","105.000,00",3,2,67,195,10/09/2023,04/06/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5629612","-34,6084878",DOL,"28.684.687,50","31.500,00",1,0,33,33,10/07/2023,04/04/2024,Departamento
11/23/2023,CASEROS,Venta,"-58,563206","-34,6407561",DOL,"60.101.250,00","66.000,00",2,1,39,47,11/23/2023,05/21/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5647852","-34,6070854",DOL,"135.683.125,00","149.000,00",3,2,100,100,10/25/2023,04/23/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5659432","-34,6074062",DOL,"136.593.750,00","150.000,00",3,2,75,81,09/26/2023,03/24/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5640678","-34,6101914",DOL,"100.168.750,00","110.000,00",3,2,122,400,08/19/2023,02/15/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5574361","-34,6014847",DOL,"77.403.125,00","85.000,00",3,2,70,76,10/18/2023,04/30/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5580302","-34,5991686",DOL,"204.890.625,00","225.000,00",4,3,200,295,09/01/2023,02/28/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5636895","-34,6063111",DOL,"113.828.125,00","125.000,00",5,4,190,360,11/17/2023,05/15/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5594667","-34,5920464",DOL,"132.040.625,00","145.000,00",5,4,176,433,10/25/2023,04/23/2024,Casa
11/25/2023,,Alquiler,"-58,5710196","-34,6063354",ARG,"150.000,00","419,46",0,0,32,40,11/03/2023,02/01/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5254852","-34,6003839",DOL,"62.013.562,50","68.100,00",2,1,46,55,10/12/2023,04/09/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5737822","-34,6199622",DOL,"38.246.250,00","42.000,00",3,2,50,90,12/27/2022,12/09/2023,Casa
11/25/2023,CASEROS,Venta,"-58,5505749","-34,6190884",DOL,"118.381.250,00","130.000,00",5,3,111,111,11/15/2023,12/15/2023,Casa
11/25/2023,CASEROS,Venta,"-58,5534962","-34,6078164",DOL,"17.301.875,00","19.000,00",0,,20,20,10/25/2023,10/25/2024,Oficina
11/18/2023,CASEROS,Venta,"-58,4445541","-34,6220865",DOL,"53.034.800,00","58.240,00",1,0,30,32,02/07/2023,01/06/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5591673","-34,6014829",DOL,"47.352.500,00","52.000,00",2,1,40,44,11/15/2023,05/13/2024,Departamento
11/06/2023,CASEROS,Venta,"-58,4186108","-34,6147066",DOL,"50.995.000,00","56.000,00",2,1,32,32,06/22/2022,11/07/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,565345","-34,6263632",DOL,"42.799.375,00","47.000,00",2,1,42,42,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5651627","-34,623879",DOL,"81.956.250,00","90.000,00",4,3,140,186,11/17/2023,05/15/2024,Casa
11/18/2023,CASEROS,Venta,"-58,485971","-34,6740726",DOL,"80.135.000,00","88.000,00",3,2,76,76,02/07/2023,01/06/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,563206","-34,6407561",DOL,"60.101.250,00","66.000,00",2,1,39,47,11/23/2023,05/21/2024,Departamento
11/25/2023,,Venta,"-58,5730594","-34,6059736",DOL,"29.595.312,50","32.500,00",1,0,35,35,11/30/2022,12/04/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5766539","-34,6082392",DOL,"43.710.000,00","48.000,00",2,1,43,48,10/17/2023,04/16/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,559787","-34,6082434",DOL,"44.620.625,00","49.000,00",1,0,30,31,11/17/2023,05/15/2024,Departamento
11/25/2023,,Venta,"-58,5768484","-34,6089692",DOL,"43.710.000,00","48.000,00",2,1,43,48,10/24/2023,04/25/2024,Departamento
11/05/2023,CASEROS,Venta,"-58,5622216","-34,6090162",DOL,"33.693.125,00","37.000,00",1,0,26,28,11/01/2023,04/29/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5699844","-34,6153145",DOL,"77.312.062,50","84.900,00",6,5,170,291,06/28/2023,12/27/2023,Casa
11/16/2023,CASEROS,Venta,"-58,56848","-34,6081156",DOL,"50.995.000,00","56.000,00",2,1,37,43,10/13/2023,04/10/2024,Departamento
11/21/2023,CASEROS,Venta,"-58,567868","-34,599391",DOL,"36.425.000,00","40.000,00",1,0,40,43,07/14/2023,01/10/2024,Departamento
11/18/2023,CASEROS,Venta,"-58,5429553","-34,6138478",DOL,"154.806.250,00","170.000,00",3,2,380,470,02/07/2023,01/06/2024,Casa
11/25/2023,,Venta,"-58,5420036","-34,6147118",DOL,"98.347.500,00","108.000,00",5,4,388,388,11/19/2022,12/10/2023,Casa
11/25/2023,CASEROS,Venta,"-58,5595573","-34,6058906",DOL,"86.509.375,00","95.000,00",3,2,57,63,11/09/2023,05/08/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5630861","-34,6084686",DOL,"44.620.625,00","49.000,00",1,0,32,34,01/12/2023,05/19/2024,Departamento
11/17/2023,CASEROS,Venta,"-58,485971","-34,6740726",DOL,"59.190.625,00","65.000,00",3,2,50,56,02/07/2023,01/06/2024,Departamento
11/21/2023,CASEROS,Venta,"-58,5633068","-34,6057334",DOL,"35.514.375,00","39.000,00",,,21,21,02/02/2021,11/22/2023,Oficina
11/25/2023,CASEROS,Venta,"-58,5650013","-34,5934308",DOL,"40.067.500,00","44.000,00",1,0,37,37,10/18/2023,05/02/2024,Departamento
11/19/2023,CASEROS,Venta,"-58,5429553","-34,6138478",DOL,"39.156.875,00","43.000,00",0,,21,21,02/07/2023,03/09/2024,Oficina
11/25/2023,CASEROS,Venta,"-58,5643356","-34,6050369",DOL,"45.804.437,50","50.300,00",2,1,31,34,11/24/2023,05/22/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5638825","-34,6076118",DOL,"118.381.250,00","130.000,00",4,3,150,225,10/23/2023,04/20/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5254852","-34,6003839",DOL,"74.398.062,50","81.700,00",2,1,52,79,10/12/2023,04/09/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5630859","-34,605972",DOL,"50.084.375,00","55.000,00",,,40,40,11/02/2023,11/02/2024,Local
11/25/2023,CASEROS,Venta,"-58,5625031","-34,609108",DOL,"40.978.125,00","45.000,00",2,1,34,37,10/25/2023,04/23/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,583761","-34,6130776",DOL,"21.672.875,00","23.800,00",1,0,30,31,09/21/2023,03/19/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5612515","-34,6013746",DOL,"58.826.375,00","64.600,00",1,0,30,30,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,559268","-34,608994",DOL,"154.806.250,00","170.000,00",2,1,104,289,10/25/2023,04/23/2024,Casa
11/25/2023,,Venta,"-58,5768595","-34,609099",DOL,"40.978.125,00","45.000,00",2,0,43,48,08/09/2023,02/05/2024,Departamento
11/20/2023,CASEROS,Venta,"-58,5622216","-34,6090162",DOL,"33.693.125,00","37.000,00",1,0,26,28,11/17/2023,05/15/2024,Departamento
11/19/2023,CASEROS,Venta,"-58,5562354","-34,6109219",DOL,"181.214.375,00","199.000,00",6,5,140,225,05/31/2023,11/27/2023,Casa
11/19/2023,CASEROS,Venta,"-58,5574186","-34,5939504",DOL,"127.487.500,00","140.000,00",4,3,100,299,02/07/2023,03/09/2024,Casa
11/19/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"54.637.500,00","60.000,00",3,2,85,173,07/14/2023,01/19/2024,Casa
11/18/2023,CASEROS,Venta,"-58,5640544","-34,6049929",DOL,"95.615.625,00","105.000,00",3,2,90,154,02/07/2023,01/06/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,549697","-34,6152374",DOL,"91.062.500,00","100.000,00",3,2,67,167,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5919005","-34,607509",DOL,"15.480.625,00","17.000,00",1,,20,20,04/25/2023,04/24/2024,Oficina
11/25/2023,CASEROS,Venta,"-58,5594665","-34,6069385",DOL,"49.629.062,50","54.500,00",2,1,43,50,10/25/2023,04/23/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,560761","-34,6078446",DOL,"45.531.250,00","50.000,00",2,1,43,48,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5581802","-34,6062627",DOL,"35.514.375,00","39.000,00",2,1,42,45,10/10/2023,04/08/2024,Departamento
11/09/2023,CASEROS,Venta,"-58,5667716","-34,6088529",DOL,"35.514.375,00","39.000,00",2,1,40,40,07/01/2022,11/10/2023,Departamento
11/17/2023,CASEROS,Venta,"-58,533918","-34,5782881",DOL,"122.934.375,00","135.000,00",3,2,76,100,02/07/2023,01/06/2024,Departamento
11/17/2023,CASEROS,Venta,"-58,5654538","-34,6026761",DOL,"60.101.250,00","66.000,00",1,0,30,33,02/07/2023,01/06/2024,Departamento
11/18/2023,CASEROS,Venta,"-58,5651454","-34,5975164",DOL,"37.863.787,50","41.580,00",1,0,28,29,07/07/2023,01/13/2024,Departamento
11/19/2023,CASEROS,Venta,"-58,56193","-34,6002075",DOL,"87.328.937,50","95.900,00",3,2,54,58,08/01/2023,02/06/2024,Departamento
11/17/2023,CASEROS,Venta,"-58,5653182","-34,6018699",DOL,"65.565.000,00","72.000,00",2,1,40,43,02/07/2023,01/06/2024,Departamento
11/25/2023,,Venta,"-58,5670265","-34,6005222",DOL,"91.062.500,00","100.000,00",5,2,147,147,09/19/2023,03/21/2024,Casa
11/19/2023,CASEROS,Venta,"-58,5429553","-34,6138478",DOL,"35.514.375,00","39.000,00",0,,23,23,02/07/2023,03/09/2024,Oficina
11/25/2023,CASEROS,Venta,"-58,5591638","-34,6012686",DOL,"173.018.750,00","190.000,00",,,80,80,01/18/2023,01/21/2024,Local
11/20/2023,CASEROS,Alquiler,"-58,5651763","-34,6100266",ARG,"180.000,00","509,27",2,1,58,64,11/02/2023,01/31/2024,Departamento
11/25/2023,,Venta,"-58,5697847","-34,6069896",DOL,"43.710.000,00","48.000,00",2,1,43,51,09/15/2023,03/13/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5651454","-34,5975164",DOL,"37.863.787,50","41.580,00",1,0,28,29,11/17/2023,05/15/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5603546","-34,6012071",DOL,"127.487.500,00","140.000,00",,,104,168,11/22/2023,11/21/2024,Local
11/25/2023,CASEROS,Venta,"-58,5589992","-34,6061473",DOL,"89.241.250,00","98.000,00",2,1,52,58,10/12/2023,04/09/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5603072","-34,6028241",DOL,"62.833.125,00","69.000,00",2,1,38,42,11/17/2023,05/15/2024,Departamento
11/13/2023,CASEROS,Venta,"-58,5658947","-34,6071282",DOL,"62.833.125,00","69.000,00",2,1,37,40,07/30/2022,11/14/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5674467","-34,6144722",DOL,"100.168.750,00","110.000,00",4,3,178,210,10/25/2023,04/23/2024,Casa
11/05/2023,,Venta,"-58,5634631","-34,6094827",DOL,"35.013.531,25","38.450,00",1,0,34,40,11/02/2023,04/30/2024,Departamento
11/09/2023,,Venta,"-58,5589142","-34,6084366",DOL,"44.620.625,00","49.000,00",1,1,36,36,07/05/2022,11/10/2023,Departamento
11/25/2023,,Venta,"-58,5697847","-34,6069896",DOL,"38.246.250,00","42.000,00",1,0,43,47,09/15/2023,04/10/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5637829","-34,6150412",DOL,"109.275.000,00","120.000,00",3,2,120,253,11/17/2023,05/15/2024,Casa
11/19/2023,CASEROS,Venta,"-58,56193","-34,6002075",DOL,"80.681.375,00","88.600,00",3,2,52,55,11/03/2023,05/08/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5607232","-34,6071817",DOL,"57.369.375,00","63.000,00",2,1,42,49,09/20/2023,03/17/2024,Departamento
11/01/2023,CASEROS,Venta,"-58,5640282","-34,604979",DOL,"72.394.687,50","79.500,00",3,2,57,61,04/24/2023,11/02/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5725792","-34,5994391",DOL,"36.425.000,00","40.000,00",2,1,29,29,09/26/2023,03/24/2024,Departamento
11/20/2023,CASEROS,Venta,"-58,5643356","-34,6050369",DOL,"58.280.000,00","64.000,00",2,1,43,48,11/02/2023,05/07/2024,Departamento
11/05/2023,CASEROS,Alquiler,"-58,5464686","-34,6119728",ARG,"140.000,00","399,89",2,1,48,48,11/02/2023,01/31/2024,Casa
11/18/2023,CASEROS,Venta,"-58,560761","-34,6078446",DOL,"66.020.312,50","72.500,00",2,1,47,56,02/07/2023,01/06/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5723723","-34,6219559",DOL,"68.296.875,00","75.000,00",3,2,101,194,11/17/2023,05/15/2024,Casa
11/18/2023,CASEROS,Venta,"-58,448803","-34,6237227",DOL,"109.275.000,00","120.000,00",3,2,120,253,02/07/2023,01/06/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5691024","-34,6007932",DOL,"77.403.125,00","85.000,00",3,2,96,105,08/01/2023,01/28/2024,Casa
11/17/2023,CASEROS,Venta,"-58,560761","-34,6078446",DOL,"40.522.812,50","44.500,00",1,0,28,31,02/07/2023,01/06/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5662118","-34,6008931",DOL,"59.190.625,00","65.000,00",2,1,30,32,11/17/2023,05/15/2024,Departamento
11/20/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"61.922.500,00","68.000,00",,,26,66,02/07/2023,03/09/2024,Local
11/25/2023,,Venta,"-58,5630353","-34,6108347",DOL,"72.850.000,00","80.000,00",2,1,50,50,06/08/2023,12/05/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5691993","-34,5986938",DOL,"104.721.875,00","115.000,00",3,2,90,237,09/27/2023,03/25/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5537779","-34,6191494",DOL,"52.816.250,00","58.000,00",4,3,86,146,06/22/2023,12/19/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,563898","-34,6229",DOL,"59.190.625,00","65.000,00",3,2,48,50,01/12/2023,12/12/2023,Departamento
11/25/2023,CASEROS,Venta,"-58,5591808","-34,6072051",DOL,"47.807.812,50","52.500,00",2,1,40,44,11/16/2023,05/13/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5511375","-34,6088819",DOL,"59.190.625,00","65.000,00",1,0,22,22,11/17/2023,05/15/2024,Departamento
11/25/2023,,Venta,"-58,5537338","-34,6027565",DOL,"145.700.000,00","160.000,00",2,2,100,193,10/03/2023,03/31/2024,Casa
11/25/2023,CASEROS,Venta,"-58,5659216","-34,6028565",DOL,"25.133.250,00","27.600,00",2,1,42,47,08/30/2023,02/28/2024,Departamento
11/25/2023,CASEROS,Venta,,,DOL,"127.487.500,00","140.000,00",2,1,315,315,11/17/2023,05/15/2024,Departamento
11/17/2023,CASEROS,Venta,"-58,5634631","-34,6094827",DOL,"78.313.750,00","86.000,00",2,1,32,34,02/07/2023,01/06/2024,Departamento
11/17/2023,CASEROS,Venta,"-58,485971","-34,6740726",DOL,"86.509.375,00","95.000,00",4,3,102,115,02/07/2023,01/06/2024,Casa
11/17/2023,CASEROS,Venta,"-58,5654529","-34,6021321",DOL,"59.190.625,00","65.000,00",2,1,47,51,02/07/2023,01/06/2024,Departamento
11/25/2023,CASEROS,Venta,"-58,5643356","-34,6050369",DOL,"48.081.000,00","52.800,00",1,0,36,39,11/17/2023,05/15/2024,Departamento
11/17/2023,CASEROS,Venta,"-58,5683474","-34,6201908",DOL,"223.103.125,00","245.000,00",4,3,100,130,02/07/2023,01/06/2024,Casa
