TIM_DAY,ITE_AUCTION_START_DATETIME,ITE_AUCTION_STOP_DATETIME,DEALER_TYPE_GROUP_DESC,OPERATION,TOTAL_AREA,COVERED_AREA,BEDROOMS,ROOMS,ITE_ITEM_ID,PROPERTY_TYPE,SIT_CURRENCY_ID,ITE_CURRENT_PRICE,PRECIO_LOCAL,ID Final,mes,tc_prom,geometry,dummy_dolar,precio_pesos,precio_dolares,pesosm2tot,dolaresm2tot,pesosm2_cub,dolaresm2_cub,desarrollo prioritario,fid,cod_ent,cod_loc,nombre,zonas,Ambientes,digitos_iguales,digitos_iguales_pesos,digitos_iguales_m2tot,borrar
2024-08-30T00:00:00Z,2024-08-21T16:18:10.274000,45615.0,Inmobiliaria,Alquiler,40,40,1,2,NA,Departamento,ARG,260000,260000.0,2779931893,2024-08,1295.36,"c(-58.562674, -34.6032677)",FALSE,260000,200.72,6500,5.02,6500,5.02,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-28T11:41:46.133000,45622.0,Inmobiliaria,Alquiler,85,70,2,3,NA,Departamento,ARG,500000,500000.0,1892860367,2024-08,1295.36,"c(-58.5754728, -34.6160357)",FALSE,500000,385.99,5882.35,4.54,7142.86,5.51,NA,18,01,06840010,Caseros,Caseros,Mas de 3 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-25T00:00:00Z,2024-08-23T11:14:41.370000,45617.0,Inmobiliaria,Alquiler,37,33,1,2,NA,Departamento,ARG,280000,280000.0,1890438323,2024-08,1295.36,"c(-58.5585091, -34.6007)",FALSE,280000,216.16,7567.57,5.84,8484.85,6.55,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-22T00:00:00Z,2024-08-16T16:37:17.591000,45610.0,Inmobiliaria,Alquiler,32,29,1,2,NA,Departamento,ARG,280000,280000.0,2770326481,2024-08,1295.36,"c(-58.5493065, -34.6038736)",FALSE,280000,216.16,8750,6.76,9655.17,7.45,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-07T00:00:00Z,2024-07-31T10:38:50.769000,45594.0,Inmobiliaria,Alquiler,53,47,1,2,NA,Departamento,ARG,260000,260000.0,1880402767,2024-08,1295.36,"c(-58.5594049, -34.6146096)",FALSE,260000,200.72,4905.66,3.79,5531.91,4.27,NA,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-07-31T14:55:50.128000,45594.0,Inmobiliaria,Alquiler,76,76,2,3,NA,Departamento,ARG,370000,370000.0,1880501415,2024-08,1295.36,"c(-58.6076549, -34.5829617)",FALSE,370000,285.63,4868.42,3.76,4868.42,3.76,NA,24,10,06840010,Pablo Podestá,Norte,Mas de 3 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-20T14:57:07.560000,45614.0,Inmobiliaria,Alquiler,42,40,1,2,NA,Departamento,ARG,310000,310000.0,1889374079,2024-08,1295.36,"c(-58.5316821, -34.5992073)",FALSE,310000,239.32,7380.95,5.7,7750,5.98,DP,29,12,06840010,Sáenz Peña,Este,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-08T00:00:00Z,2024-08-05T23:04:37.920000,45599.0,Inmobiliaria,Alquiler,42,39,1,2,NA,Departamento,ARG,240000,240000.0,2746901809,2024-08,1295.36,"c(-58.5634804, -34.6008214)",FALSE,240000,185.28,5714.29,4.41,6153.85,4.75,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-11T00:00:00Z,2024-06-15T17:48:10.074000,2024-09-17T10:23:16.983000,Inmobiliaria,Alquiler,47,42,1,2,NA,Departamento,ARG,440000,440000.0,2623294169,2024-08,1295.36,"c(-58.530672, -34.6082339)",FALSE,440000,339.67,9361.7,7.23,10476.19,8.09,NA,16,15,06840010,Villa Raffo,Sur,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-04T00:00:00Z,2024-07-02T15:34:32.457000,2024-09-30T10:29:23.682000,Inmobiliaria,Alquiler,40,40,1,2,NA,Departamento,ARG,250000,250000.0,1871423955,2024-08,1295.36,"c(-58.5769488, -34.5985224)",FALSE,250000,193,6250,4.82,6250,4.82,NA,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-28T00:00:00Z,2024-08-12T10:06:32.742000,45606.0,Inmobiliaria,Alquiler,44,44,0,0,NA,Departamento,ARG,250000,250000.0,1885544895,2024-08,1295.36,"c(-58.5597839, -34.6082535)",FALSE,250000,193,5681.82,4.39,5681.82,4.39,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,TRUE,FALSE
2024-08-12T00:00:00Z,2024-07-17T15:51:00.390000,45580.0,Inmobiliaria,Alquiler,35,35,1,2,NA,Departamento,ARG,160000,160000.0,1876285115,2024-08,1295.36,"c(-58.5772763, -34.6194087)",FALSE,160000,123.52,4571.43,3.53,4571.43,3.53,NA,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-06T00:00:00Z,2024-07-16T20:24:56.984000,45579.0,Inmobiliaria,Alquiler,40,40,1,2,NA,Departamento,ARG,220000,220000.0,2696698245,2024-08,1295.36,"c(-58.5677997, -34.6057881)",FALSE,220000,169.84,5500,4.25,5500,4.25,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-05T00:00:00Z,2024-08-01T16:58:36.354000,45595.0,Inmobiliaria,Alquiler,33,30,0,1,NA,Departamento,ARG,260000,260000.0,1881032591,2024-08,1295.36,"c(-58.559364, -34.6010791)",FALSE,260000,200.72,7878.79,6.08,8666.67,6.69,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,TRUE,FALSE
2024-08-25T00:00:00Z,2024-07-24T23:50:40.201000,45587.0,Inmobiliaria,Alquiler,33,29,1,1,NA,Departamento,ARG,220000,220000.0,2716911841,2024-08,1295.36,"c(-58.5683999, -34.6072646)",FALSE,220000,169.84,6666.67,5.15,7586.21,5.86,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,TRUE,FALSE
2024-08-08T00:00:00Z,2024-07-08T11:32:36.635000,45571.0,Inmobiliaria,Alquiler,33,30,0,0,NA,Departamento,ARG,220000,220000.0,1873395983,2024-08,1295.36,"c(-58.568325, -34.6072044)",FALSE,220000,169.84,6666.67,5.15,7333.33,5.66,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,TRUE,FALSE
2024-08-13T00:00:00Z,2024-06-26T13:29:48.001000,45559.0,Inmobiliaria,Alquiler,32,28,0,1,NA,Departamento,ARG,220000,220000.0,2650017913,2024-08,1295.36,"c(-58.5628413, -34.6095373)",FALSE,220000,169.84,6875,5.31,7857.14,6.07,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-28T13:09:19.699000,45622.0,Inmobiliaria,Alquiler,35,32,0,1,NA,Departamento,ARG,220000,220000.0,1892917735,2024-08,1295.36,"c(-58.565339, -34.6003415)",FALSE,220000,169.84,6285.71,4.85,6875,5.31,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-08T00:00:00Z,2024-07-24T16:14:22.071000,45587.0,Inmobiliaria,Alquiler,39,34,1,2,NA,Departamento,ARG,380000,380000.0,1878285563,2024-08,1295.36,"c(-58.5467344, -34.5990645)",FALSE,380000,293.35,9743.59,7.52,11176.47,8.63,NA,21,13,06840010,Santos Lugares,Este,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-30T12:21:08.978000,45624.0,Inmobiliaria,Alquiler,37,34,1,2,NA,Departamento,ARG,320000,320000.0,1893567547,2024-08,1295.36,"c(-58.5249555, -34.5989021)",FALSE,320000,247.04,8648.65,6.68,9411.76,7.27,NA,29,12,06840010,Sáenz Peña,Este,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-27T00:00:00Z,2024-08-16T16:15:02.555000,45610.0,Inmobiliaria,Alquiler,68,68,1,1,NA,Departamento,ARG,350000,350000.0,2770377225,2024-08,1295.36,"c(-58.564627, -34.5945742)",FALSE,350000,270.2,5147.06,3.97,5147.06,3.97,NA,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-09T00:00:00Z,2024-05-13T23:36:16.472000,45515.0,Inmobiliaria,Alquiler,55,55,2,3,NA,Departamento,ARG,300000,300000.0,1852848615,2024-08,1295.36,"c(-58.5462864, -34.6359064)",FALSE,300000,231.6,5454.55,4.21,5454.55,4.21,NA,30,04,06840010,Ciudadela,Sur,Mas de 3 ambientes,FALSE,FALSE,TRUE,FALSE
2024-08-29T00:00:00Z,2024-06-07T14:38:37.043000,2024-09-06T08:47:51.174000,Inmobiliaria,Alquiler,29,29,1,1,NA,Departamento,ARG,260000,260000.0,1863360199,2024-08,1295.36,"c(-58.53527, -34.6424135)",FALSE,260000,200.72,8965.52,6.92,8965.52,6.92,DP,30,04,06840010,Ciudadela,Sur,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-23T16:26:25.203000,45617.0,Inmobiliaria,Alquiler,31,28,0,1,NA,Departamento,ARG,270000,270000.0,2783723917,2024-08,1295.36,"c(-58.564937, -34.5919369)",FALSE,270000,208.44,8709.68,6.72,9642.86,7.44,NA,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-23T13:08:21.030000,45617.0,Inmobiliaria,Alquiler,30,28,1,1,NA,Departamento,ARG,220000,220000.0,1890395683,2024-08,1295.36,"c(-58.5637969, -34.6027453)",FALSE,220000,169.84,7333.33,5.66,7857.14,6.07,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-21T00:00:00Z,2024-06-05T09:55:32.965000,45538.0,Inmobiliaria,Alquiler,60,60,2,3,NA,Departamento,ARG,350000,350000.0,1861632891,2024-08,1295.36,"c(-58.5488926, -34.6378545)",FALSE,350000,270.2,5833.33,4.5,5833.33,4.5,NA,30,04,06840010,Ciudadela,Sur,Mas de 3 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-06T00:00:00Z,2024-08-01T14:43:11.041000,45595.0,Inmobiliaria,Alquiler,33,33,1,2,NA,Departamento,ARG,200000,200000.0,2737168541,2024-08,1295.36,"c(-58.5610149, -34.6153168)",FALSE,200000,154.4,6060.61,4.68,6060.61,4.68,NA,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,TRUE,FALSE
2024-08-30T00:00:00Z,2024-06-08T01:40:28.404000,2024-09-05T10:31:06.838000,Inmobiliaria,Alquiler,70,70,1,1,NA,Departamento,ARG,350000,350000.0,1863532295,2024-08,1295.36,"c(-58.5645124, -34.607998)",FALSE,350000,270.2,5000,3.86,5000,3.86,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-16T07:42:32.281000,45610.0,Inmobiliaria,Alquiler,42,40,1,2,NA,Departamento,ARG,290000,290000.0,1887509115,2024-08,1295.36,"c(-58.5920563, -34.5820999)",FALSE,290000,223.88,6904.76,5.33,7250,5.6,NA,20,08,06840010,Martín Coronado,Centro,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-07-24T15:07:14.921000,45587.0,Inmobiliaria,Alquiler,47,44,1,2,NA,Departamento,ARG,425000,425000.0,1878435103,2024-08,1295.36,"c(-58.5304932, -34.6016024)",FALSE,425000,328.09,9042.55,6.98,9659.09,7.46,DP,29,12,06840010,Sáenz Peña,Este,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-07-23T11:16:46.328000,2024-10-22T14:55:00.008000,Inmobiliaria,Alquiler,68,58,2,3,NA,Departamento,ARG,550000,550000.0,2713390273,2024-08,1295.36,"c(-58.5701828, -34.5924721)",FALSE,550000,424.59,8088.24,6.24,9482.76,7.32,NA,22,14,06840010,Villa Bosch,Centro,Mas de 3 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-29T00:00:00Z,2024-08-10T10:45:51.991000,45604.0,Inmobiliaria,Alquiler,70,40,1,2,NA,Departamento,ARG,250000,250000.0,1884997639,2024-08,1295.36,"c(-58.5568768, -34.6094422)",FALSE,250000,193,3571.43,2.76,6250,4.82,NA,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-13T14:38:32.909000,45607.0,Inmobiliaria,Alquiler,50,50,1,2,NA,Departamento,ARG,320000,320000.0,2763511317,2024-08,1295.36,"c(-58.5522499, -34.6358109)",FALSE,320000,247.04,6400,4.94,6400,4.94,NA,30,04,06840010,Ciudadela,Sur,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-04T00:00:00Z,2024-08-01T08:24:05.525000,45595.0,Inmobiliaria,Alquiler,39,36,1,2,NA,Departamento,ARG,300000,300000.0,1880809987,2024-08,1295.36,"c(-58.5404783, -34.6450011)",FALSE,300000,231.6,7692.31,5.94,8333.33,6.43,NA,30,04,06840010,Ciudadela,Sur,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-22T22:50:27.565000,45616.0,Inmobiliaria,Alquiler,40,40,1,2,NA,Departamento,ARG,350000,350000.0,2782417533,2024-08,1295.36,"c(-58.5660234, -34.6009575)",FALSE,350000,270.2,8750,6.76,8750,6.76,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-29T00:00:00Z,2024-08-07T10:23:22.345000,45601.0,Inmobiliaria,Alquiler,37,37,1,2,NA,Departamento,ARG,280000,280000.0,2750822149,2024-08,1295.36,"c(-58.5645023, -34.6089835)",FALSE,280000,216.16,7567.57,5.84,7567.57,5.84,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-21T12:58:27.037000,45615.0,Inmobiliaria,Alquiler,28,28,0,1,NA,Departamento,ARG,270000,270000.0,1889604275,2024-08,1295.36,"c(-58.5642515, -34.6090051)",FALSE,270000,208.44,9642.86,7.44,9642.86,7.44,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-21T00:00:00Z,2024-08-19T11:35:54.904000,45613.0,Inmobiliaria,Alquiler,44,40,1,2,NA,Departamento,ARG,300000,300000.0,2773436785,2024-08,1295.36,"c(-58.5640298, -34.6049818)",FALSE,300000,231.6,6818.18,5.26,7500,5.79,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,TRUE,FALSE
2024-08-30T00:00:00Z,2024-08-20T09:21:21.771000,45614.0,Inmobiliaria,Alquiler,44,39,1,2,NA,Departamento,ARG,430000,430000.0,1889149715,2024-08,1295.36,"c(-58.5614634, -34.6080008)",FALSE,430000,331.95,9772.73,7.54,11025.64,8.51,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,TRUE,FALSE
2024-08-30T00:00:00Z,2024-08-08T09:15:43.691000,45602.0,Inmobiliaria,Alquiler,45,45,1,2,NA,Departamento,ARG,300000,300000.0,2753129801,2024-08,1295.36,"c(-58.5589635, -34.6057792)",FALSE,300000,231.6,6666.67,5.15,6666.67,5.15,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-26T00:00:00Z,2024-08-22T15:04:22.999000,45616.0,Inmobiliaria,Alquiler,60,60,2,3,NA,Departamento,ARG,350000,350000.0,1890285271,2024-08,1295.36,"c(-58.5488926, -34.6378545)",FALSE,350000,270.2,5833.33,4.5,5833.33,4.5,NA,30,04,06840010,Ciudadela,Sur,Mas de 3 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-09T15:50:08.362000,45603.0,Inmobiliaria,Alquiler,37,37,1,2,NA,Departamento,ARG,320000,320000.0,2756504561,2024-08,1295.36,"c(-58.5709434, -34.5911947)",FALSE,320000,247.04,8648.65,6.68,8648.65,6.68,DP,22,14,06840010,Villa Bosch,Centro,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-07-16T12:52:21.311000,45579.0,Inmobiliaria,Alquiler,45,39,1,2,NA,Departamento,ARG,350000,350000.0,2695612485,2024-08,1295.36,"c(-58.5665247, -34.601116)",FALSE,350000,270.2,7777.78,6,8974.36,6.93,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-07-12T08:16:32.721000,2024-10-10T15:32:41.286000,Inmobiliaria,Alquiler,55,50,2,3,NA,Departamento,ARG,400000,400000.0,2685979345,2024-08,1295.36,"c(-58.5821037, -34.5817604)",FALSE,400000,308.79,7272.73,5.61,8000,6.18,NA,22,14,06840010,Villa Bosch,Centro,Mas de 3 ambientes,FALSE,FALSE,TRUE,FALSE
2024-08-30T00:00:00Z,2024-08-28T13:07:09.616000,45622.0,Inmobiliaria,Alquiler,80,60,2,3,NA,Departamento,ARG,430000,430000.0,1892787391,2024-08,1295.36,"c(-58.5511247, -34.6219562)",FALSE,430000,331.95,5375,4.15,7166.67,5.53,NA,30,04,06840010,Ciudadela,Sur,Mas de 3 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-29T00:00:00Z,2024-08-01T08:24:03.641000,45595.0,Inmobiliaria,Alquiler,32,32,1,2,NA,Departamento,ARG,250000,250000.0,1880734807,2024-08,1295.36,"c(-58.5380762, -34.6368707)",FALSE,250000,193,7812.5,6.03,7812.5,6.03,NA,30,04,06840010,Ciudadela,Sur,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-28T00:00:00Z,2024-08-27T10:23:32.082000,45621.0,Inmobiliaria,Alquiler,80,80,2,3,NA,Departamento,ARG,520000,520000.0,1892434007,2024-08,1295.36,"c(-58.5619441, -34.6018403)",FALSE,520000,401.43,6500,5.02,6500,5.02,DP,18,01,06840010,Caseros,Caseros,Mas de 3 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-22T00:00:00Z,2024-08-20T10:58:51.142000,45614.0,Inmobiliaria,Alquiler,38,35,1,2,NA,Departamento,ARG,280000,280000.0,2776621849,2024-08,1295.36,"c(-58.5634631, -34.6094827)",FALSE,280000,216.16,7368.42,5.69,8000,6.18,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-29T00:00:00Z,2024-08-01T12:36:03.495000,45535.0,Fsbo,Alquiler,32,28,0,1,NA,Departamento,ARG,200000,200000.0,2737156649,2024-08,1295.36,"c(-58.5344765, -34.5982973)",FALSE,200000,154.4,6250,4.82,7142.86,5.51,NA,29,12,06840010,Sáenz Peña,Este,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-06-25T09:52:21.078000,2024-09-25T21:37:10.036000,Inmobiliaria,Alquiler,30,28,1,1,NA,Departamento,ARG,280000,280000.0,1869117607,2024-08,1295.36,"c(-58.5298926, -34.6009466)",FALSE,280000,216.16,9333.33,7.21,10000,7.72,DP,29,12,06840010,Sáenz Peña,Este,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-29T00:00:00Z,2024-08-22T16:14:25.096000,45616.0,Inmobiliaria,Alquiler,30,30,0,1,NA,Departamento,ARG,200000,200000.0,1890140899,2024-08,1295.36,"c(-58.5827054, -34.5828203)",FALSE,200000,154.4,6666.67,5.15,6666.67,5.15,NA,22,14,06840010,Villa Bosch,Centro,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-20T00:00:00Z,2024-07-26T12:36:04.267000,45589.0,Inmobiliaria,Alquiler,25,25,1,2,NA,Departamento,ARG,170000,170000.0,1878920883,2024-08,1295.36,"c(-58.5723038, -34.6150284)",FALSE,170000,131.24,6800,5.25,6800,5.25,NA,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-08T09:50:21.165000,2024-11-09T12:15:26.913000,Inmobiliaria,Alquiler,33,31,0,1,NA,Departamento,ARG,240000,240000.0,2753340185,2024-08,1295.36,"c(-58.5603515, -34.6063416)",FALSE,240000,185.28,7272.73,5.61,7741.94,5.98,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,TRUE,FALSE
2024-08-11T00:00:00Z,2024-07-24T15:24:08.444000,45587.0,Inmobiliaria,Alquiler,33,30,0,1,NA,Departamento,ARG,280000,280000.0,1878482247,2024-08,1295.36,"c(-58.5316813, -34.599205)",FALSE,280000,216.16,8484.85,6.55,9333.33,7.21,DP,29,12,06840010,Sáenz Peña,Este,1 ambiente,FALSE,FALSE,TRUE,FALSE
2024-08-04T00:00:00Z,2024-07-30T14:01:35.504000,45593.0,Inmobiliaria,Alquiler,73,70,2,3,NA,Departamento,ARG,420000,420000.0,2732561961,2024-08,1295.36,"c(-58.5656099, -34.6064356)",FALSE,420000,324.23,5753.42,4.44,6000,4.63,DP,18,01,06840010,Caseros,Caseros,Mas de 3 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-06-22T11:27:54.520000,45555.0,Inmobiliaria,Alquiler,30,30,0,1,NA,Departamento,ARG,200000,200000.0,2639440909,2024-08,1295.36,"c(-58.5642515, -34.6090051)",FALSE,200000,154.4,6666.67,5.15,6666.67,5.15,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-26T00:31:03.870000,45619.0,Inmobiliaria,Alquiler,70,70,1,1,NA,Departamento,ARG,350000,350000.0,1891475259,2024-08,1295.36,"c(-58.5645124, -34.607998)",FALSE,350000,270.2,5000,3.86,5000,3.86,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-24T00:00:00Z,2024-07-27T07:13:25.492000,2024-08-26T00:00:29.705000,Fsbo,Alquiler,50,40,1,2,NA,Departamento,ARG,380000,380000.0,1879205607,2024-08,1295.36,"c(-58.542933, -34.5992867)",FALSE,380000,293.35,7600,5.87,9500,7.33,NA,21,13,06840010,Santos Lugares,Este,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-11T00:00:00Z,2024-08-07T07:26:58.409000,45601.0,Inmobiliaria,Alquiler,45,45,1,2,NA,Departamento,ARG,350000,350000.0,2750909149,2024-08,1295.36,"c(-58.5467344, -34.5990645)",FALSE,350000,270.2,7777.78,6,7777.78,6,NA,21,13,06840010,Santos Lugares,Este,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-28T00:00:00Z,2024-08-27T17:59:09.344000,45621.0,Inmobiliaria,Alquiler,60,60,1,2,NA,Departamento,ARG,400000,400000.0,1892526307,2024-08,1295.36,"c(-58.5697163, -34.6074873)",FALSE,400000,308.79,6666.67,5.15,6666.67,5.15,NA,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-26T00:00:00Z,2024-08-23T01:32:34.610000,45616.0,Inmobiliaria,Alquiler,49,43,1,2,NA,Departamento,ARG,350000,350000.0,2782578253,2024-08,1295.36,"c(-58.5541445, -34.6040051)",FALSE,350000,270.2,7142.86,5.51,8139.53,6.28,DP,21,13,06840010,Santos Lugares,Este,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-13T00:00:00Z,2024-08-13T11:36:46.697000,45607.0,Inmobiliaria,Alquiler,25,25,1,2,NA,Departamento,ARG,220000,220000.0,2763624365,2024-08,1295.36,"c(-58.5640467, -34.5959514)",FALSE,220000,169.84,8800,6.79,8800,6.79,NA,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-11T21:31:42.141000,45605.0,Inmobiliaria,Alquiler,55,55,2,3,NA,Departamento,ARG,300000,300000.0,1885477091,2024-08,1295.36,"c(-58.5462864, -34.6359064)",FALSE,300000,231.6,5454.55,4.21,5454.55,4.21,NA,30,04,06840010,Ciudadela,Sur,Mas de 3 ambientes,FALSE,FALSE,TRUE,FALSE
2024-08-30T00:00:00Z,2024-08-21T14:46:21.554000,45615.0,Inmobiliaria,Alquiler,67,64,2,3,NA,Departamento,ARG,500000,500000.0,1889826531,2024-08,1295.36,"c(-58.5651922, -34.6268073)",FALSE,500000,385.99,7462.69,5.76,7812.5,6.03,NA,18,01,06840010,Caseros,Caseros,Mas de 3 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-07-29T11:17:42.416000,45592.0,Inmobiliaria,Alquiler,45,42,1,2,NA,Departamento,ARG,300000,300000.0,2727808713,2024-08,1295.36,"c(-58.563947, -34.5992793)",FALSE,300000,231.6,6666.67,5.15,7142.86,5.51,DP,18,01,06840010,Caseros,Caseros,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-07-12T14:19:38.287000,2024-10-13T12:14:13.860000,Inmobiliaria,Alquiler,29,26,0,1,NA,Departamento,ARG,250000,250000.0,1874649379,2024-08,1295.36,"c(-58.5651953, -34.6007924)",FALSE,250000,193,8620.69,6.66,9615.38,7.42,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-03T08:54:06.954000,2024-11-01T09:27:17.598000,Inmobiliaria,Alquiler,28,25,0,1,NA,Departamento,ARG,240000,240000.0,2741477789,2024-08,1295.36,"c(-58.5651953, -34.6007924)",FALSE,240000,185.28,8571.43,6.62,9600,7.41,DP,18,01,06840010,Caseros,Caseros,1 ambiente,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-23T08:55:56.438000,45617.0,Inmobiliaria,Alquiler,60,54,2,3,NA,Departamento,ARG,390000,390000.0,2782511773,2024-08,1295.36,"c(-58.6042398, -34.5697339)",FALSE,390000,301.07,6500,5.02,7222.22,5.58,NA,26,07,06840010,Loma Hermosa,Norte,Mas de 3 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-15T00:00:00Z,2024-08-10T08:54:27.851000,2024-11-11T12:12:10.703000,Inmobiliaria,Alquiler,57,54,2,3,NA,Departamento,ARG,450000,450000.0,1884865295,2024-08,1295.36,"c(-58.5451725, -34.6176883)",FALSE,450000,347.39,7894.74,6.09,8333.33,6.43,NA,18,01,06840010,Caseros,Caseros,Mas de 3 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-30T00:00:00Z,2024-08-06T13:06:51.830000,45600.0,Inmobiliaria,Alquiler,42,42,1,2,NA,Departamento,ARG,450000,450000.0,1883319359,2024-08,1295.36,"c(-58.5512428, -34.5996018)",FALSE,450000,347.39,10714.29,8.27,10714.29,8.27,NA,21,13,06840010,Santos Lugares,Este,2 ambientes,FALSE,FALSE,FALSE,FALSE
2024-08-28T00:00:00Z,2024-08-06T10:15:03.169000,45600.0,Inmobiliaria,Alquiler,41,37,1,2,NA,Departamento,ARG,360000,360000.0,2748528329,2024-08,1295.36,"c(-58.5645017, -34.5898416)",FALSE,360000,277.92,8780.49,6.78,9729.73,7.51,NA,22,14,06840010,Villa Bosch,Centro,2 ambientes,FALSE,FALSE,FALSE,FALSE
