TIM_DAY,ITE_AUCTION_START_DATETIME,ITE_AUCTION_STOP_DATETIME,DEALER_TYPE_GROUP_DESC,OPERATION,TOTAL_AREA,COVERED_AREA,BEDROOMS,ROOMS,ITE_ITEM_ID,PROPERTY_TYPE,SIT_CURRENCY_ID,ITE_CURRENT_PRICE,PRECIO_LOCAL,ID Final,mes,tc_prom,geometry,dummy_dolar,precio_pesos,precio_dolares,pesosm2tot,dolaresm2tot,pesosm2_cub,dolaresm2_cub,desarrollo prioritario,fid,cod_ent,cod_loc,nombre,zona_venta,zona_alq,digitos_iguales,digitos_iguales_pesos,digitos_iguales_m2tot,borrar
2024-04-09T00:00:00Z,2024-03-19 15:53:00,2024-06-17 00:00:00,Inmobiliaria,Alquiler,50,45,1,2,NA,Departamento,ARG,170000,170000,1832195463,2024-04,1035.92,"c(-58.6101086, -34.5632675)",FALSE,170000,164.11,3400,3.28,3777.78,3.65,NA,26,07,06840010,Loma Hermosa,Norte,Norte,FALSE,FALSE,FALSE,FALSE
2024-04-15T00:00:00Z,2024-04-06 12:54:22,2025-01-01 00:00:00,Inmobiliaria,Alquiler,42,38,1,2,NA,Departamento,ARG,230000,230000,2462851009,2024-04,1035.92,"c(-58.5645105, -34.6020552)",FALSE,230000,222.02,5476.19,5.29,6052.63,5.84,DP,18,01,06840010,Caseros,Caseros,Caseros,FALSE,FALSE,FALSE,FALSE
2024-04-29T00:00:00Z,2024-04-03 15:45:04,2024-07-02 00:00:00,Inmobiliaria,Alquiler,40,40,1,1,NA,Departamento,ARG,150000,150000,2458748389,2024-04,1035.92,"c(-58.5803633, -34.5821933)",FALSE,150000,144.8,3750,3.62,3750,3.62,NA,22,14,06840010,Villa Bosch,Villa Bosch,Centro,FALSE,FALSE,FALSE,FALSE
2024-04-29T00:00:00Z,2024-04-08 17:48:37,2024-07-07 17:46:25,Inmobiliaria,Alquiler,38,37,1,2,NA,Departamento,ARG,300000,300000,1840697887,2024-04,1035.92,"c(-58.538088, -34.6010481)",FALSE,300000,289.6,7894.74,7.62,8108.11,7.83,DP,29,12,06840010,Sáenz Peña,Sáenz Peña,Este,FALSE,FALSE,FALSE,FALSE
2024-04-02T00:00:00Z,2024-04-02 12:37:20,2024-07-01 00:00:00,Inmobiliaria,Alquiler,47,40,1,2,NA,Departamento,ARG,300000,300000,2454348337,2024-04,1035.92,"c(-58.5270023, -34.6000089)",FALSE,300000,289.6,6382.98,6.16,7500,7.24,NA,29,12,06840010,Sáenz Peña,Sáenz Peña,Este,FALSE,FALSE,FALSE,FALSE
2024-04-04T00:00:00Z,2024-03-21 15:26:00,2024-06-19 00:00:00,Inmobiliaria,Alquiler,42,38,0,0,NA,Departamento,ARG,270000,270000,2427647053,2024-04,1035.92,"c(-58.5410756, -34.60147)",FALSE,270000,260.64,6428.57,6.21,7105.26,6.86,DP,21,13,06840010,Santos Lugares,Santos Lugares,Este,FALSE,FALSE,FALSE,FALSE
2024-04-17T00:00:00Z,2024-04-15 17:45:02,2024-07-14 00:00:00,Inmobiliaria,Alquiler,75,70,2,3,NA,Departamento,ARG,400000,400000,2483462297,2024-04,1035.92,"c(-58.5894543, -34.6011059)",FALSE,400000,386.13,5333.33,5.15,5714.29,5.52,NA,19,03,06840010,Ciudad Jardín Lomas del Palomar,Ciudad Jardín Lomas del Palomar,Centro,FALSE,FALSE,FALSE,FALSE
2024-04-09T00:00:00Z,2024-04-05 10:52:01,2024-05-05 00:00:00,Fsbo,Alquiler,60,60,2,3,NA,Departamento,ARG,350000,350000,2461701181,2024-04,1035.92,"c(-58.5315242, -34.618371)",FALSE,350000,337.86,5833.33,5.63,5833.33,5.63,DP,17,06,06840010,José Ingenieros,José Ingenieros,Sur,FALSE,FALSE,FALSE,FALSE
2024-04-29T00:00:00Z,2024-03-28 13:27:04,2024-06-26 00:00:00,Inmobiliaria,Alquiler,50,50,2,3,NA,Departamento,ARG,270000,270000,1836434399,2024-04,1035.92,"c(-58.5920997, -34.598837)",FALSE,270000,260.64,5400,5.21,5400,5.21,NA,19,03,06840010,Ciudad Jardín Lomas del Palomar,Ciudad Jardín Lomas del Palomar,Centro,FALSE,FALSE,FALSE,FALSE
2024-04-29T00:00:00Z,2024-02-29 17:16:06,2024-05-29 00:00:00,Inmobiliaria,Alquiler,29,26,0,1,NA,Departamento,ARG,210000,210000,2374439733,2024-04,1035.92,"c(-58.5306124, -34.59982)",FALSE,210000,202.72,7241.38,6.99,8076.92,7.8,DP,29,12,06840010,Sáenz Peña,Sáenz Peña,Este,FALSE,FALSE,FALSE,FALSE
2024-04-08T00:00:00Z,2024-03-25 11:14:08,2024-06-23 00:00:00,Inmobiliaria,Alquiler,66,44,1,2,NA,Departamento,ARG,350000,350000,2436467697,2024-04,1035.92,"c(-58.526152, -34.5993968)",FALSE,350000,337.86,5303.03,5.12,7954.55,7.68,NA,29,12,06840010,Sáenz Peña,Sáenz Peña,Este,FALSE,FALSE,TRUE,FALSE
2024-04-14T00:00:00Z,2024-03-12 10:37:20,2024-06-20 00:00:00,Inmobiliaria,Alquiler,80,80,3,4,NA,Departamento,ARG,330000,330000,2401331401,2024-04,1035.92,"c(-58.59998, -34.581429)",FALSE,330000,318.56,4125,3.98,4125,3.98,NA,20,08,06840010,Martín Coronado,Martín Coronado,Centro,FALSE,FALSE,FALSE,FALSE
2024-04-17T00:00:00Z,2024-03-19 07:46:26,2024-06-17 00:00:00,Inmobiliaria,Alquiler,43,39,1,0,NA,Departamento,ARG,280000,280000,2419397309,2024-04,1035.92,"c(-58.5512445, -34.5996018)",FALSE,280000,270.29,6511.63,6.29,7179.49,6.93,NA,21,13,06840010,Santos Lugares,Santos Lugares,Este,FALSE,FALSE,FALSE,FALSE
2024-04-15T00:00:00Z,2024-03-20 10:59:06,2024-06-18 00:00:00,Inmobiliaria,Alquiler,40,37,1,2,NA,Departamento,ARG,240000,240000,2422825729,2024-04,1035.92,"c(-58.5453209, -34.6005346)",FALSE,240000,231.68,6000,5.79,6486.49,6.26,NA,21,13,06840010,Santos Lugares,Santos Lugares,Este,FALSE,FALSE,FALSE,FALSE
2024-04-15T00:00:00Z,2024-03-08 17:08:45,2024-06-06 00:00:00,Inmobiliaria,Alquiler,42,40,1,2,NA,Departamento,ARG,300000,300000,1827250491,2024-04,1035.92,"c(-58.5500034, -34.6032211)",FALSE,300000,289.6,7142.86,6.9,7500,7.24,DP,21,13,06840010,Santos Lugares,Santos Lugares,Este,FALSE,FALSE,FALSE,FALSE
2024-04-29T00:00:00Z,2024-04-26 18:15:02,2024-07-25 00:00:00,Inmobiliaria,Alquiler,40,38,1,2,NA,Departamento,ARG,280000,280000,2507394085,2024-04,1035.92,"c(-58.5610149, -34.6153168)",FALSE,280000,270.29,7000,6.76,7368.42,7.11,NA,18,01,06840010,Caseros,Caseros,Caseros,FALSE,FALSE,FALSE,FALSE
2024-04-29T00:00:00Z,2024-04-23 17:13:32,2024-07-22 00:00:00,Inmobiliaria,Alquiler,45,43,2,3,NA,Departamento,ARG,320000,320000,2500057885,2024-04,1035.92,"c(-58.5909574, -34.5916324)",FALSE,320000,308.9,7111.11,6.86,7441.86,7.18,NA,19,03,06840010,Ciudad Jardín Lomas del Palomar,Ciudad Jardín Lomas del Palomar,Centro,FALSE,FALSE,FALSE,FALSE
2024-04-04T00:00:00Z,2024-02-21 10:54:51,2024-05-21 00:00:00,Inmobiliaria,Alquiler,40,37,1,2,NA,Departamento,ARG,250000,250000,2353740177,2024-04,1035.92,"c(-58.5453209, -34.6005346)",FALSE,250000,241.33,6250,6.03,6756.76,6.52,NA,21,13,06840010,Santos Lugares,Santos Lugares,Este,FALSE,FALSE,FALSE,FALSE
2024-04-08T00:00:00Z,2024-04-03 23:31:37,2024-07-02 00:00:00,Inmobiliaria,Alquiler,45,40,1,2,NA,Departamento,ARG,180000,180000,2459423657,2024-04,1035.92,"c(-58.5763933, -34.6064251)",FALSE,180000,173.76,4000,3.86,4500,4.34,NA,18,01,06840010,Caseros,Caseros,Caseros,FALSE,FALSE,FALSE,FALSE
2024-04-14T00:00:00Z,2024-04-04 22:01:24,2024-05-04 00:00:00,Fsbo,Alquiler,105,90,1,2,NA,Departamento,ARG,340000,340000,1839056371,2024-04,1035.92,"c(-58.5293017, -34.6094103)",FALSE,340000,328.21,3238.1,3.13,3777.78,3.65,DP,16,15,06840010,Villa Raffo,Villa Raffo,Sur,FALSE,FALSE,FALSE,FALSE
2024-04-17T00:00:00Z,2024-04-17 16:17:07,2024-07-16 00:00:00,Inmobiliaria,Alquiler,49,45,1,2,NA,Departamento,ARG,350000,350000,2487488905,2024-04,1035.92,"c(-58.5645105, -34.6020552)",FALSE,350000,337.86,7142.86,6.9,7777.78,7.51,DP,18,01,06840010,Caseros,Caseros,Caseros,FALSE,FALSE,FALSE,FALSE
2024-04-29T00:00:00Z,2024-04-02 20:20:16,2024-05-02 00:00:00,Fsbo,Alquiler,58,40,1,2,NA,Departamento,ARG,260000,260000,2456306861,2024-04,1035.92,"c(-58.5398057, -34.6378012)",FALSE,260000,250.98,4482.76,4.33,6500,6.27,NA,30,04,06840010,Ciudadela,Ciudadela,Sur,FALSE,FALSE,FALSE,FALSE
2024-04-29T00:00:00Z,2024-02-29 12:42:21,2024-05-29 00:00:00,Inmobiliaria,Alquiler,63,63,2,3,NA,Departamento,ARG,360000,360000,2373151085,2024-04,1035.92,"c(-58.5300936, -34.5992231)",FALSE,360000,347.52,5714.29,5.52,5714.29,5.52,NA,29,12,06840010,Sáenz Peña,Sáenz Peña,Este,FALSE,FALSE,FALSE,FALSE
2024-04-11T00:00:00Z,2024-03-14 20:47:27,2024-04-13 00:00:00,Fsbo,Alquiler,45,42,1,2,NA,Departamento,ARG,330000,330000,1829757283,2024-04,1035.92,"c(-58.534787, -34.6426018)",FALSE,330000,318.56,7333.33,7.08,7857.14,7.58,NA,30,04,06840010,Ciudadela,Ciudadela,Sur,FALSE,FALSE,FALSE,FALSE
2024-04-29T00:00:00Z,2024-04-29 15:38:06,2024-07-28 00:00:00,Inmobiliaria,Alquiler,44,43,1,2,NA,Departamento,ARG,230000,230000,2511626853,2024-04,1035.92,"c(-58.546734, -34.599064)",FALSE,230000,222.02,5227.27,5.05,5348.84,5.16,NA,21,13,06840010,Santos Lugares,Santos Lugares,Este,FALSE,FALSE,TRUE,FALSE
2024-04-01T00:00:00Z,2024-02-01 22:50:17,2024-05-01 00:00:00,Inmobiliaria,Alquiler,35,35,1,2,NA,Departamento,ARG,300000,300000,2310545461,2024-04,1035.92,"c(-58.543932, -34.599991)",FALSE,300000,289.6,8571.43,8.27,8571.43,8.27,NA,21,13,06840010,Santos Lugares,Santos Lugares,Este,FALSE,FALSE,FALSE,FALSE
2024-04-29T00:00:00Z,2024-04-16 19:49:42,2024-07-15 00:00:00,Inmobiliaria,Alquiler,38,36,1,2,NA,Departamento,ARG,240000,240000,2485792541,2024-04,1035.92,"c(-58.5924164, -34.5835874)",FALSE,240000,231.68,6315.79,6.1,6666.67,6.44,NA,20,08,06840010,Martín Coronado,Martín Coronado,Centro,FALSE,FALSE,FALSE,FALSE
2024-04-14T00:00:00Z,2024-04-11 17:53:35,2024-07-10 00:00:00,Inmobiliaria,Alquiler,81,78,3,4,NA,Departamento,ARG,400000,400000,2474994361,2024-04,1035.92,"c(-58.591682, -34.600747)",FALSE,400000,386.13,4938.27,4.77,5128.21,4.95,NA,19,03,06840010,Ciudad Jardín Lomas del Palomar,Ciudad Jardín Lomas del Palomar,Centro,FALSE,FALSE,FALSE,FALSE
2024-04-28T00:00:00Z,2024-04-09 11:21:00,2024-07-08 08:37:07,Inmobiliaria,Alquiler,55,55,1,2,NA,Departamento,ARG,350000,350000,2468327169,2024-04,1035.92,"c(-58.576441, -34.588233)",FALSE,350000,337.86,6363.64,6.14,6363.64,6.14,NA,22,14,06840010,Villa Bosch,Villa Bosch,Centro,FALSE,FALSE,TRUE,FALSE
2024-04-22T00:00:00Z,2024-04-22 10:06:08,2024-07-21 00:00:00,Inmobiliaria,Alquiler,45,45,1,2,NA,Departamento,ARG,260000,260000,2495703789,2024-04,1035.92,"c(-58.5531992, -34.5970772)",FALSE,260000,250.98,5777.78,5.58,5777.78,5.58,NA,21,13,06840010,Santos Lugares,Santos Lugares,Este,FALSE,FALSE,FALSE,FALSE
